"Survey Year","Set count","Number of positive sets","ITIS-TSN","Species code","Scientific name","English common name","French common name","LSID","Biomass index","Lower interval","Upper interval","CV"
2007,132,67,"172917","621","LEPIDOPSETTA BILINEATA","SOUTHERN ROCK SOLE","FAUSSE LIMANDE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:281305","1885746.3082537099","1346895.00712999","2495128.1796681699","0.151064878031658"
2007,132,39,"172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452","40727.1624044083","24177.7943034618","59217.979615345699","0.22224552094465899"
2007,132,82,"172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","2624105.87836598","1939217.25551396","3388482.06585423","0.14279059372563299"
2007,132,82,"172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393","2870517.7946712901","1889243.8564816399","4090535.11018035","0.19125699915069799"
2007,132,3,"172893","631","PLATICHTHYS STELLATUS","STARRY FLOUNDER","FLET ÉTOILÉ","urn:lsid:marinespecies.org:taxname:154781","44628.698926680001","0.0","108762.57391956","0.64271314393168899"
2007,132,30,"172924","635","PLEURONICHTHYS DECURRENS","CURLFIN SOLE","PLIE À NAGEOIRES FRISÉES","urn:lsid:marinespecies.org:taxname:282292","103195.187269256","33074.022204967099","228375.604159479","0.54805620146306699"
2007,132,32,"172928","636","PSETTICHTHYS MELANOSTICTUS","SAND SOLE","SOLE DE SABLE","urn:lsid:marinespecies.org:taxname:282396","353753.707789073","242272.78803414101","481849.81890285399","0.17378048724542899"
2009,155,110,"160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","983263.74865830794","659655.14452369197","1410463.72550862","0.200644743766203"
2009,155,19,"160848","056","BERINGRAJA BINOCULATA","BIG SKATE","RAIE BIOCELLÉE","urn:lsid:marinespecies.org:taxname:1021330","365885.36159662","164498.90214905899","608883.61087289394","0.31540447730754201"
2009,155,13,"160937","058","BATHYRAJA INTERRUPTA","SANDPAPER SKATE","RAIE RUGUEUSE","urn:lsid:marinespecies.org:taxname:271515","31424.890552712699","4723.4573370068601","78263.670862026906","0.66150645768498195"
2009,155,31,"160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","209968.173447988","133583.768824667","289492.62302077102","0.19775971425127001"
2009,155,145,"161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","6625786.7120856","4843971.8848201605","8922238.3826210797","0.157936895704163"
2009,155,35,"551209","096","CLUPEA PALLASII","PACIFIC HERRING","HARENG DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:151159","138136.07227070699","78039.168789592804","204962.21469752101","0.23629360276556499"
2009,155,57,"162051","148","THALEICHTHYS PACIFICUS","EULACHON","EULAKANE","urn:lsid:marinespecies.org:taxname:282959","98498.591275394603","69167.888272476499","130544.739266138","0.16014177719532799"
2009,155,102,"164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538","2340807.4184236401","757131.74800176302","4651704.54901357","0.44449561519692599"
2009,155,20,"164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","130527.047559243","31549.379036160299","297974.58447219501","0.56204110712981203"
2009,155,25,"164719","226","MICROGADUS PROXIMUS","PACIFIC TOMCOD","POULAMON DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:275873","177870.66185292299","35991.353689872201","375449.58537620603","0.47735693697889098"
2009,155,80,"934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","1011025.93100545","546654.85618190304","1600493.93301417","0.27158867701324002"
2009,155,18,"630999","245","LYCODES PACIFICUS","BLACKBELLY EELPOUT","LYCODE À VENTRE NOIR","urn:lsid:marinespecies.org:taxname:274116","4277.0686786264396","1673.0332238106","7467.0676660495801","0.35355538397639502"
2009,155,23,"630414","361","AMMODYTES PERSONATUS","PACIFIC SAND LANCE","LANÇON GOURDEAU","urn:lsid:marinespecies.org:taxname:272967","35375.137631432997","9329.6479099164808","69280.025433045404","0.42619065799556299"
2009,155,19,"166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","38689.036211750099","21984.762958023901","61064.4345448198","0.269068980536116"
2009,155,56,"166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","490047.522319804","157631.579666768","964808.59977281897","0.43909590557884698"
2009,155,42,"166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","309494.08094036602","211214.83642854","422951.12560655701","0.17263309515041"
2009,155,55,"166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","537526.80564361601","307734.55619459797","838144.63647975097","0.247985615072147"
2009,155,11,"166713","407","SEBASTES CAURINUS","COPPER ROCKFISH","SÉBASTE CUIVRÉ","urn:lsid:marinespecies.org:taxname:274780","85837.093260790207","18108.160009295501","179012.245947547","0.48092249416680799"
2009,155,11,"166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788","10146.6856761114","3560.86716867832","19089.901290751401","0.38987725913603599"
2009,155,27,"166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","278136.75194487203","144400.08486778699","436196.08651906898","0.27814310461430902"
2009,155,28,"166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","176439.64577219001","64018.189759432098","346081.30897910299","0.41370095760238301"
2009,155,5,"166733","435","SEBASTES PAUCISPINIS","BOCACCIO","BOCACCIO","urn:lsid:marinespecies.org:taxname:274833","14962.9556404051","2616.2262107431502","31785.267226550499","0.49309601963261002"
2009,155,17,"166734","437","SEBASTES PINNIGER","CANARY ROCKFISH","SÉBASTE CANARI","urn:lsid:marinespecies.org:taxname:274836","66026.629467131701","18665.693110409102","135746.67830564201","0.45558156528572602"
2009,155,8,"166736","439","SEBASTES PRORIGER","REDSTRIPE ROCKFISH","SÉBASTE À RAIE ROUGE","urn:lsid:marinespecies.org:taxname:274838","17260.430228978999","1771.3155149153199","52029.744514225204","0.73864125787835"
2009,155,3,"166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","10058.8251121794","0.0","22966.843725696501","0.597225773747315"
2009,155,17,"166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869","7636.4553542231497","1821.3654227930299","18759.173392903602","0.62991504582854496"
2009,155,35,"166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","162929.21916499201","91934.079747056807","241019.833148323","0.24275176344560301"
2009,155,55,"167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","4006877.9231850798","363009.15894711902","9889052.5751418993","0.60932052687302896"
2009,155,17,"167110","461","HEXAGRAMMOS DECAGRAMMUS","KELP GREENLING","SOURCIL DE VARECH","urn:lsid:marinespecies.org:taxname:240732","61094.337249090997","23236.422172516999","111220.063460595","0.37686496095681599"
2009,155,62,"167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","234521.398879015","150754.256203214","327367.0606877","0.190293652163815"
2009,155,37,"172716","596","CITHARICHTHYS SORDIDUS","PACIFIC SANDDAB","LIMANDE SORDIDE","urn:lsid:marinespecies.org:taxname:275694","476004.18925315299","142824.978787662","927418.75582747499","0.42106599361519997"
2009,155,124,"172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","12611068.0955375","8886384.7957776599","17263131.560616601","0.173186553922037"
2009,155,59,"172868","607","EOPSETTA JORDANI","PETRALE SOLE","PLIE DE CALIFORNIE","urn:lsid:marinespecies.org:taxname:280690","220165.46457987599","107929.814186011","381745.72364612803","0.31462082695905003"
