"Survey Year","Set count","Number of positive sets","ITIS-TSN","Species code","Scientific name","English common name","French common name","LSID","Biomass index","Lower interval","Upper interval","CV"
2004,229,148,"161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","1485161.62299648","878087.51683089195","2289812.0604892699","0.24312574303299"
2004,229,20,"551209","096","CLUPEA PALLASII","PACIFIC HERRING","HARENG DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:151159","21061.265960593901","8511.9223586587304","36283.252181378499","0.333782405999484"
2004,229,23,"162051","148","THALEICHTHYS PACIFICUS","EULACHON","EULAKANE","urn:lsid:marinespecies.org:taxname:282959","169715.75270763799","28731.334432212701","427053.561687026","0.67213466012121503"
2004,229,117,"164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538","1613191.5576891899","932567.09590400697","2577586.07460402","0.264252292585336"
2004,229,114,"164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","5774892.3090388197","2885245.8466514698","10958330.8171017","0.35121193997850902"
2004,229,88,"934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","327323.52038443799","220696.08291534","465823.016124196","0.193600183199267"
2004,229,35,"630999","245","LYCODES PACIFICUS","BLACKBELLY EELPOUT","LYCODE À VENTRE NOIR","urn:lsid:marinespecies.org:taxname:274116","150088.73760269699","55122.9433319073","283004.38679347798","0.37526808914764898"
2004,229,57,"166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","866995.30396371998","496224.349063623","1326009.5932748199","0.24864029855847899"
2004,229,132,"166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","16564903.5383031","10548045.697734199","24501741.980707102","0.217490349102858"
2004,229,97,"166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","531506.05245885905","374511.22698004701","769185.04344341904","0.19660726568075701"
2004,229,9,"166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","171812.735709673","54313.305169853702","312076.99357760203","0.39274453261238002"
2004,229,97,"166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","3831866.4293508101","2535557.4187995102","5404374.1850604303","0.18919829241139599"
2004,229,21,"166715","410","SEBASTES CRAMERI","DARKBLOTCHED ROCKFISH","SÉBASTE TACHETÉ","urn:lsid:marinespecies.org:taxname:274785","161996.19778335499","45413.194560529802","318445.72943933198","0.44495863260630703"
2004,229,28,"166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787","1825130.7198878301","449904.52715380403","3598729.73348899","0.45082188408081197"
2004,229,57,"166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788","232611.717210676","150058.79346864001","331951.154568422","0.19795427577202501"
2004,229,8,"166719","417","SEBASTES ENTOMELAS","WIDOW ROCKFISH","VEUVE","urn:lsid:marinespecies.org:taxname:274791","355743.45551221899","14726.8971447679","806164.97050608101","0.59120204845115598"
2004,229,38,"166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","2117098.3298837398","689685.106883634","4274597.6699633999","0.41814580373180799"
2004,229,32,"166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","87167.735421990801","35165.454472145699","156048.567461623","0.369850972947326"
2004,229,13,"166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","226339.82804528801","33362.772046661601","526929.54570940603","0.58981725864057599"
2004,229,14,"166733","435","SEBASTES PAUCISPINIS","BOCACCIO","BOCACCIO","urn:lsid:marinespecies.org:taxname:274833","312889.66276009899","42197.968408922701","843264.83290157595","0.76552005536935497"
2004,229,32,"166734","437","SEBASTES PINNIGER","CANARY ROCKFISH","SÉBASTE CANARI","urn:lsid:marinespecies.org:taxname:274836","1257083.93765618","501874.31315499498","2304117.0597004401","0.36557717416997099"
2004,229,48,"166736","439","SEBASTES PRORIGER","REDSTRIPE ROCKFISH","SÉBASTE À RAIE ROUGE","urn:lsid:marinespecies.org:taxname:274838","2051133.1845537401","856781.31455805199","3495764.8767638002","0.32495006318803399"
2004,229,47,"166737","440","SEBASTES REEDI","YELLOWMOUTH ROCKFISH","SÉBASTE À BOUCHE JAUNE","urn:lsid:marinespecies.org:taxname:274840","3812745.9929142902","880740.77185673697","7720692.5164244696","0.48103385156802497"
2004,229,33,"166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","303960.04193252401","139550.79002888501","544601.23509113805","0.35104789065780301"
2004,229,13,"166743","448","SEBASTES WILSONI","PYGMY ROCKFISH","SÉBASTE PYGMÉE","urn:lsid:marinespecies.org:taxname:274868","9072.13708980511","3258.4913529063201","17361.008426668999","0.40268988217437401"
2004,229,52,"166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869","1818128.4619223501","187494.770947304","4865737.00717689","0.81405102418809805"
2004,229,83,"166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","1219105.0827016199","924728.58273902396","1510950.5214295499","0.115142421483708"
2004,229,106,"167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","1865441.4317820601","1095044.23566679","2908924.1360721998","0.257245345052031"
2004,229,74,"167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","683376.99233132205","476410.33437840798","925390.66459013801","0.16298454839697099"
2004,229,4,"167287","505","HEMITRIPTERUS BOLINI","BIGMOUTH SCULPIN","HÉMITRIPTÈRE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:254541","14919.749692126799","320.65775948800001","34346.685041718098","0.60080326068548295"
2004,229,14,"167293","510","ICELINUS FILAMENTOSUS","THREADFIN SCULPIN","ICÉLINE FILAMENTEUSE","urn:lsid:marinespecies.org:taxname:281136","7662.7582178245002","3266.6882414494899","13582.104256090501","0.34204381462796402"
2004,229,46,"172716","596","CITHARICHTHYS SORDIDUS","PACIFIC SANDDAB","LIMANDE SORDIDE","urn:lsid:marinespecies.org:taxname:275694","937634.02736516297","465829.55192115501","1524439.68680771","0.29255976889791202"
2004,229,196,"172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","11856189.2391755","7779210.0750353001","16611038.0675912","0.18966183188205901"
2004,229,74,"172868","607","EOPSETTA JORDANI","PETRALE SOLE","PLIE DE CALIFORNIE","urn:lsid:marinespecies.org:taxname:280690","394589.84569874202","238640.65282730901","570347.50106900395","0.217480025508687"
2004,229,161,"172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","2224017.8439748599","1715980.4124449301","2771578.2061412898","0.12125989120021501"
2004,229,55,"172875","612","HIPPOGLOSSOIDES ELASSODON","FLATHEAD SOLE","PLIE À TÊTE PLATE","urn:lsid:marinespecies.org:taxname:274289","1050003.52053888","346264.138228147","2314712.01416437","0.51254622536161998"
2004,229,72,"172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","984036.32540234004","690541.300385574","1318191.6442859001","0.160361957690347"
2004,229,52,"172917","621","LEPIDOPSETTA BILINEATA","SOUTHERN ROCK SOLE","FAUSSE LIMANDE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:281305","1492360.9262030199","506251.631088275","2716316.7728096","0.388820276560009"
2004,229,84,"172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452","82749.0713075245","58942.986052488697","109128.109856248","0.15197783307156801"
2004,229,150,"172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","2525120.7542746798","1977630.64492391","3113228.29229079","0.117017533413559"
2004,229,79,"172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393","1158068.75648482","762578.09258388903","1645885.34504755","0.19066094136702399"
2004,229,21,"172924","635","PLEURONICHTHYS DECURRENS","CURLFIN SOLE","PLIE À NAGEOIRES FRISÉES","urn:lsid:marinespecies.org:taxname:282292","19330.907086087798","10281.977182377201","31336.544903499402","0.26372074366550302"
2005,221,120,"160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","8927834.1803838909","2259043.4992614998","19867194.4860663","0.53038574233151403"
2005,221,11,"160848","056","BERINGRAJA BINOCULATA","BIG SKATE","RAIE BIOCELLÉE","urn:lsid:marinespecies.org:taxname:1021330","598831.04211423197","84131.712154460896","1287378.59635277","0.51066952099611496"
2005,221,19,"160937","058","BATHYRAJA INTERRUPTA","SANDPAPER SKATE","RAIE RUGUEUSE","urn:lsid:marinespecies.org:taxname:271515","17648.502591786899","8987.6630012553105","27631.7857119086","0.27255575963806999"
2005,221,88,"160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","561828.45342560404","436198.88549525099","697673.16418891097","0.11913954515168799"
2005,221,160,"161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","5557570.2741522398","1015106.6896064701","12603112.3075663","0.56961900238393104"
2005,221,42,"551209","096","CLUPEA PALLASII","PACIFIC HERRING","HARENG DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:151159","20522.588395455099","13486.4470707078","28153.371675631199","0.183986705139351"
2005,221,37,"162051","148","THALEICHTHYS PACIFICUS","EULACHON","EULAKANE","urn:lsid:marinespecies.org:taxname:282959","25198.243291685802","12092.888154474","41360.784243679504","0.29994088451017997"
2005,221,122,"164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538","1498254.74252313","744863.26734445605","2716400.6389196198","0.34959347850551997"
2005,221,161,"164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","5579471.0596647002","4137657.3121390799","7083499.3397161597","0.13354749759412601"
2005,221,119,"934083","228","GADUS CHALCOGRAMMUS","WALLEYE POLLOCK","GOBERGE DE L’ALASKA","urn:lsid:marinespecies.org:taxname:300735","619574.80364806706","374136.877302707","928017.46095338895","0.22697432798346201"
2005,221,64,"630999","245","LYCODES PACIFICUS","BLACKBELLY EELPOUT","LYCODE À VENTRE NOIR","urn:lsid:marinespecies.org:taxname:274116","278000.86240479897","99397.331351499","509467.28633957403","0.37330072025254502"
2005,221,63,"166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","SÉBASTE","urn:lsid:marinespecies.org:taxname:126175","531464.60411814705","383498.28492576501","679338.96907696105","0.141599547989046"
2005,221,144,"166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","13999850.058926901","9688045.7690142207","19827409.350758601","0.18878881650746199"
2005,221,117,"166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","1217504.6564944801","856379.33656123199","1612099.4931831399","0.159236896521498"
2005,221,2,"166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","25302.742874970001","0.0","65302.742874930002","0.75827767525263101"
2005,221,124,"166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","2753926.2837199601","2115287.2696976801","3501528.8026249502","0.123453563137655"
2005,221,21,"166715","410","SEBASTES CRAMERI","DARKBLOTCHED ROCKFISH","SÉBASTE TACHETÉ","urn:lsid:marinespecies.org:taxname:274785","48183.095459204502","10144.082840366","116841.224415292","0.63161026516764596"
2005,221,30,"166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787","3567532.7332367599","38856.580488535903","10489536.879294001","0.88270942270575603"
2005,221,64,"166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788","125189.09377001099","72913.936868212695","193894.29954878599","0.24610718299811199"
2005,221,31,"166719","417","SEBASTES ENTOMELAS","WIDOW ROCKFISH","VEUVE","urn:lsid:marinespecies.org:taxname:274791","177266.31962174299","56057.5426326339","370558.68652925","0.47720545628718197"
2005,221,68,"166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","2143975.9057628401","1101944.2761862599","3650231.2983299899","0.30063458221782702"
2005,221,23,"166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","71262.503919239403","17881.592987289499","145739.83291351501","0.45568634030760102"
2005,221,12,"166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","158459.920517274","20973.828426895001","354542.35757936601","0.53821049846830205"
2005,221,19,"166733","435","SEBASTES PAUCISPINIS","BOCACCIO","BOCACCIO","urn:lsid:marinespecies.org:taxname:274833","299778.930546574","52428.521897232102","758035.03944106901","0.69738120718804297"
2005,221,58,"166734","437","SEBASTES PINNIGER","CANARY ROCKFISH","SÉBASTE CANARI","urn:lsid:marinespecies.org:taxname:274836","1466515.2634646799","235371.01020548801","3395428.4196462999","0.59341666459673004"
2005,221,71,"166736","439","SEBASTES PRORIGER","REDSTRIPE ROCKFISH","SÉBASTE À RAIE ROUGE","urn:lsid:marinespecies.org:taxname:274838","1492963.6415244101","772542.06541182694","2241461.1121346699","0.261432237729609"
2005,221,43,"166737","440","SEBASTES REEDI","YELLOWMOUTH ROCKFISH","SÉBASTE À BOUCHE JAUNE","urn:lsid:marinespecies.org:taxname:274840","1632624.4017366399","508327.26792837901","2989352.5528861899","0.40978829893276503"
2005,221,37,"166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","263303.28878258797","151815.223084431","397372.184823483","0.240356668404823"
2005,221,21,"166743","448","SEBASTES WILSONI","PYGMY ROCKFISH","SÉBASTE PYGMÉE","urn:lsid:marinespecies.org:taxname:274868","5223.3822730327001","2271.4810188731099","9136.5088701911409","0.33279651222329598"
